time,node,timestamp,result,channel,duration
788373,11,522.0,succ,1,2700
791082,5,54.0,succ,1,2700
793791,8,126.0,coll,1,2700
793791,12,288.0,coll,1,2700
793809,14,216.0,succ,1,2700
796527,7,261.0,coll,1,2700
796527,14,18.0,coll,1,2700
796545,10,72.0,succ,1,2700
799254,11,63.0,succ,1,2700
801963,5,63.0,coll,1,2700
801963,6,108.0,coll,1,2700
801972,5,63.0,succ,1,2700
804681,6,117.0,coll,1,2700
804681,8,189.0,coll,1,2700
804681,9,531.0,coll,1,2700
804681,10,27.0,coll,1,2700
804708,5,27.0,coll,1,2700
804708,13,126.0,coll,1,2700
804726,12,378.0,succ,1,2700
807435,7,333.0,succ,1,2700
810144,11,63.0,coll,1,2700
810144,12,18.0,coll,1,2700
810162,8,243.0,succ,1,2700
812880,5,81.0,coll,1,2700
812880,10,99.0,coll,1,2700
812889,10,99.0,succ,1,2700
815607,14,144.0,succ,1,2700
818316,9,630.0,succ,1,2700
821025,9,9.0,succ,1,2700
823743,6,243.0,coll,1,2700
823743,11,144.0,coll,1,2700
823761,7,99.0,succ,1,2700
826470,11,162.0,coll,1,2700
826470,12,117.0,coll,1,2700
826470,13,252.0,coll,1,2700
826488,8,99.0,succ,1,2700
829197,10,90.0,coll,1,2700
829197,12,135.0,coll,1,2700
829197,13,270.0,coll,1,2700
829206,13,270.0,succ,1,2700
831915,5,180.0,succ,1,2700
834633,7,54.0,coll,1,2700
834633,9,81.0,coll,1,2700
834660,7,72.0,coll,1,2700
834660,14,117.0,coll,1,2700
834687,6,342.0,succ,1,2700
837423,6,36.0,coll,1,2700
837423,11,279.0,coll,1,2700
837450,8,126.0,coll,1,2700
837450,10,207.0,coll,1,2700
837450,11,297.0,coll,1,2700
837468,7,153.0,succ,1,2700
840177,5,126.0,coll,1,2700
840177,12,270.0,coll,1,2700
840177,13,135.0,coll,1,2700
840195,9,198.0,succ,1,2700
842904,14,225.0,succ,1,2700
845631,6,117.0,coll,1,2700
845631,8,189.0,coll,1,2700
845658,10,288.0,succ,1,2700
848376,13,216.0,coll,1,2700
848376,14,63.0,coll,1,2700
848394,11,405.0,succ,1,2700
851094,11,0.0,succ,1,2700
853803,5,225.0,coll,1,2700
853803,7,108.0,coll,1,2700
853821,8,252.0,succ,1,2700
856539,6,198.0,coll,1,2700
856539,12,396.0,coll,1,2700
856566,9,135.0,succ,1,2700
859275,7,162.0,coll,1,2700
859275,10,90.0,coll,1,2700
859275,13,288.0,coll,1,2700
859284,7,162.0,succ,1,2700
862011,11,90.0,coll,1,2700
862011,12,450.0,coll,1,2700
862029,7,36.0,succ,1,2700
864756,6,288.0,coll,1,2700
864756,14,198.0,coll,1,2700
864774,5,351.0,coll,1,2700
864774,9,81.0,coll,1,2700
864774,12,495.0,coll,1,2700
864792,8,126.0,coll,1,2700
864792,11,144.0,coll,1,2700
864801,11,144.0,succ,1,2700
867528,7,72.0,coll,1,2700
867528,10,198.0,coll,1,2700
867546,6,342.0,coll,1,2700
867546,11,36.0,coll,1,2700
867564,8,171.0,coll,1,2700
867564,13,414.0,coll,1,2700
867564,14,261.0,coll,1,2700
867582,10,225.0,succ,1,2700
870291,8,189.0,coll,1,2700
870291,10,9.0,coll,1,2700
870300,10,9.0,succ,1,2700
873009,9,162.0,coll,1,2700
873009,12,576.0,coll,1,2700
873036,7,135.0,coll,1,2700
873036,13,459.0,coll,1,2700
873054,14,315.0,succ,1,2700
875754,14,0.0,succ,1,2700
878463,10,45.0,coll,1,2700
878463,14,9.0,coll,1,2700
878481,5,477.0,coll,1,2700
878481,12,621.0,coll,1,2700
878499,6,432.0,coll,1,2700
878499,11,126.0,coll,1,2700
878499,14,27.0,coll,1,2700
878517,9,225.0,succ,1,2700
881235,11,153.0,succ,1,2700
883953,12,675.0,succ,1,2700
886662,8,306.0,succ,1,2700
889380,13,567.0,succ,1,2700
892107,7,270.0,succ,1,2700
894816,10,171.0,succ,1,2700
897525,5,603.0,coll,1,2700
897525,9,108.0,coll,1,2700
897543,6,558.0,coll,1,2700
897543,14,153.0,coll,1,2700
897561,11,108.0,succ,1,2700
